orth,phon,type,freq,log_freq
fake,/fAk/,#,10,2.48490665
fall,/fol/,#,147,5.003946306
FALSE,/fols/,#,29,3.433987204
fame,/fAm/,#,18,2.995732274
fan,/f@n/,#,18,2.995732274
fang,/f@N/,#,1,1.098612289
far,/far/,#,427,6.061456919
farce,/fars/,#,3,1.609437912
fare,/fAr/,#,7,2.197224577
farm,/farm/,#,125,4.844187086
fast,/f@st/,HFRIC,78,4.382026635
fat,/f@t/,#,60,4.127134385
fate,/fAt/,#,33,3.555348061
fault,/folt/,#,22,3.17805383
fawn,/fon/,LRIC,1,1.098612289
fay,/fA/,#,1,1.098612289
faze,/fAz/,#,1,1.098612289
fear,/fEr/,#,127,4.859812404
feast,/fEst/,#,3,1.609437912
feat,/fEt/,#,6,2.079441542
fed,/fed/,#,42,3.784189634
fee,/fE/,#,16,2.890371758
feed,/fEd/,#,123,4.828313737
feel,/fEl/,#,216,5.384495063
feet,/fEt/,HFRIC,283,5.65248918
feint,/fAnt/,#,2,1.386294361
fell,/fel/,#,92,4.543294782
felt,/felt/,#,357,5.883322388
fen,/fen/,#,1,1.098612289
fence,/fens/,#,30,3.465735903
fend,/fend/,#,1,1.098612289
fern,/furn/,REG,1,1.098612289
fetch,/feC/,#,6,2.079441542
fete,/fet/,#,3,1.609437912
feud,/fyUd/,#,1,1.098612289
few,/fyU/,#,601,6.401917197
fiche,/fES/,#,1,1.098612289
field,/fEld/,#,274,5.620400866
fiend,/fEnd/,#,3,1.609437912
fierce,/fErs/,#,8,2.302585093
fife,/fIf/,#,1,1.098612289
fifth,/fifT/,#,38,3.688879454
fig,/fig/,#,72,4.304065093
fight,/fIt/,#,98,4.605170186
file,/fIl/,#,81,4.418840608
fill,/fil/,CON,50,3.951243719
film,/film/,HSTRUNQ,96,4.584967479
filth,/filT/,#,2,1.386294361
fin,/fin/,#,2,1.386294361
find,/fInd/,#,399,5.993961427
fine,/fIn/,HFRIC,161,5.093750201
fink,/fiNk/,#,1,1.098612289
fir,/fur/,#,2,1.386294361
fire,/fIr/,#,1,1.098612289
firm,/furm/,#,109,4.709530201
first,/furst/,#,1360,7.216709487
fish,/fiS/,HFRIC,35,3.610917913
fist,/fist/,#,26,3.33220451
fit,/fit/,#,75,4.343805422
five,/fIv/,HRI,286,5.66296048
fix,/fiks/,#,14,2.772588722
fixed,/fikst/,#,1,1.098612289
flack,/fl@k/,#,1,1.098612289
flag,/fl@g/,#,16,2.890371758
flail,/flAl/,#,1,1.098612289
flair,/flAr/,#,8,2.302585093
flake,/flAk/,#,1,1.098612289
flame,/flAm/,#,17,2.944438979
flange,/fl@nj/,#,2,1.386294361
flank,/fl@Nk/,#,2,1.386294361
flare,/flAr/,#,3,1.609437912
flash,/fl@S/,#,21,3.135494216
flask,/fl@sk/,#,5,1.945910149
flat,/fl@t/,HRI,67,4.234106505
flaunt,/flont/,#,1,1.098612289
flaw,/flo/,#,3,1.609437912
flax,/fl@ks/,#,3,1.609437912
flays,/flAz/,#,1,1.098612289
flea,/flE/,#,2,1.386294361
fleck,/flek/,#,1,1.098612289
fled,/fled/,#,28,3.401197382
flee,/flE/,#,1,1.098612289
fleet,/flEt/,#,17,2.944438979
flesh,/fleS/,#,52,3.988984047
flew,/flU/,HRI,27,3.36729583
flex,/fleks/,#,2,1.386294361
flick,/flik/,#,2,1.386294361
flight,/flIt/,#,46,3.871201011
fling,/fliN/,#,2,1.386294361
flint,/flint/,#,4,1.791759469
flip,/flip/,#,4,1.791759469
flirt,/flurt/,#,1,1.098612289
float,/flOt/,LEC,3,1.609437912
flock,/flak/,#,10,2.48490665
floe,/flO/,#,1,1.098612289
flog,/flog/,#,1,1.098612289
flood,/fl^d/,LFE,19,3.044522438
floor,/flOr/,#,158,5.075173815
flop,/flap/,#,1,1.098612289
floss,/flos/,#,1,1.098612289
flour,/flWr/,#,1,1.098612289
flow,/flO/,#,67,4.234106505
flown,/flOn/,#,4,1.791759469
flu,/flU/,#,8,2.302585093
fluff,/fl^f/,#,1,1.098612289
fluke,/flUk/,#,1,1.098612289
flung,/fl^N/,#,14,2.772588722
flush,/fl^S/,#,11,2.564949357
flute,/flUt/,#,1,1.098612289
flux,/fl^ks/,#,30,3.465735903
fly,/flI/,#,33,3.555348061
foal,/fOl/,#,2,1.386294361
foam,/fOm/,#,37,3.663561646
foe,/fO/,#,8,2.302585093
fog,/fog/,#,25,3.295836866
foil,/fYl/,#,20,3.091042453
foist,/fYst/,#,1,1.098612289
fold,/fOld/,REG,7,2.197224577
folk,/fOk/,#,34,3.583518938
fond,/fand/,#,13,2.708050201
font,/fant/,EXPT,1,1.098612289
food,/fUd/,#,147,5.003946306
fool,/fUl/,#,37,3.663561646
foot,/fut/,HFE,70,4.276666119
for,/fOr/,#,9489,9.15809926
force,/fOrs/,HSTR,230,5.446737372
ford,/fOrd/,#,24,3.258096538
fore,/fOr/,REG,7,2.197224577
forge,/fOrj/,#,10,2.48490665
fork,/fOrk/,#,14,2.772588722
form,/fOrm/,HRI,370,5.918893854
fort,/fOrt/,#,55,4.043051268
forth,/fOrT/,#,71,4.290459441
fought,/fot/,#,46,3.871201011
foul,/fWl/,#,4,1.791759469
found,/fWnd/,#,536,6.28785856
four,/fOr/,#,359,5.888877958
fourth,/fOrT/,#,74,4.33073334
fowl,/fWl/,LFRI,1,1.098612289
fox,/faks/,#,13,2.708050201
frail,/frAl/,#,8,2.302585093
frame,/frAm/,#,74,4.33073334
frank,/fr@Nk/,#,68,4.248495242
frappe,/fr@p/,LSTR,1,1.098612289
fraud,/frod/,STR,8,2.302585093
fray,/frA/,#,1,1.098612289
freak,/frEk/,#,4,1.791759469
free,/frE/,#,260,5.568344504
freed,/frEd/,#,1,1.098612289
freeze,/frEz/,#,6,2.079441542
freight,/frAt/,#,28,3.401197382
french,/frenC/,#,139,4.94875989
fresh,/freS/,#,82,4.430816799
fret,/fret/,#,1,1.098612289
fried,/frId/,#,6,2.079441542
friend,/frend/,HSTR,133,4.905274778
frieze,/frEz/,#,13,2.708050201
fright,/frIt/,#,2,1.386294361
frill,/fril/,#,1,1.098612289
fringe,/frinj/,#,16,2.890371758
frock,/frak/,#,2,1.386294361
frog,/frog/,#,1,1.098612289
from,/fr^m/,#,4369,8.382747095
front,/fr^nt/,HSTR,221,5.407171771
frost,/frost/,#,6,2.079441542
froth,/froT/,#,1,1.098612289
frown,/frWn/,#,1,1.098612289
froze,/frOz/,#,5,1.945910149
fruit,/frUt/,#,35,3.610917913
frump,/fr^mp/,#,1,1.098612289
fry,/frI/,#,2,1.386294361
fuck,/f^k/,#,1,1.098612289
fuel,/fyUl/,#,17,2.944438979
full,/ful/,#,230,5.446737372
fun,/f^n/,#,44,3.828641396
fund,/f^nd/,#,62,4.158883083
funk,/f^Nk/,#,4,1.791759469
fur,/fur/,#,13,2.708050201
fuse,/fyUz/,#,5,1.945910149
fuss,/f^s/,#,4,1.791759469
fuzz,/f^z/,#,3,1.609437912
gab,/g@b/,#,1,1.098612289
gag,/g@g/,#,4,1.791759469
gage,/gAj/,#,4,1.791759469
gain,/gAn/,#,74,4.33073334
gait,/gAt/,#,8,2.302585093
gal,/g@l/,#,1,1.098612289
gale,/gAl/,#,2,1.386294361
gall,/gol/,#,7,2.197224577
game,/gAm/,#,123,4.828313737
gang,/g@N/,#,22,3.17805383
gap,/g@p/,#,17,2.944438979
gape,/gAp/,#,1,1.098612289
garb,/garb/,#,3,1.609437912
gas,/g@s/,#,98,4.605170186
gash,/g@S/,#,1,1.098612289
gasp,/g@sp/,#,3,1.609437912
gate,/gAt/,REG,37,3.663561646
gauche,/gOS/,#,1,1.098612289
gauge,/gAj/,LSTR,12,2.63905733
gaunt,/gont/,#,6,2.079441542
gauze,/goz/,#,1,1.098612289
gave,/gAv/,#,285,5.659482216
gay,/gA/,#,30,3.465735903
gaze,/gAz/,#,12,2.63905733
gear,/gEr/,AMB,26,3.33220451
gee,/jE/,#,4,1.791759469
geese,/gEs/,#,3,1.609437912
gel,/jel/,#,2,1.386294361
gem,/jem/,#,4,1.791759469
gene,/jEn/,#,9,2.397895273
gent,/jent/,#,1,1.098612289
germs,/jurms/,REG,1,1.098612289
get,/get/,HFRIC,750,6.622736324
ghost,/gOst/,STR,11,2.564949357
ghoul,/gUl/,#,1,1.098612289
gibe,/jIb/,#,1,1.098612289
gift,/gift/,CON,33,3.555348061
gig,/gig/,#,1,1.098612289
gill,/gil/,#,2,1.386294361
gilt,/gilt/,#,3,1.609437912
gin,/jin/,#,23,3.218875825
gird,/gurd/,#,1,1.098612289
girl,/gurl/,HFRIC,220,5.402677382
girth,/gurT/,#,1,1.098612289
gist,/jist/,#,1,1.098612289
git,/git/,#,4,1.791759469
give,/giv/,HFE,391,5.973809612
glad,/gl@d/,#,38,3.688879454
glade,/glAd/,#,1,1.098612289
glance,/gl@ns/,#,40,3.737669618
gland,/gl@nd/,#,9,2.397895273
glare,/glAr/,#,7,2.197224577
glass,/gl@s/,#,99,4.615120517
glaze,/glAz/,#,11,2.564949357
gleam,/glEm/,#,4,1.791759469
glean,/glEn/,#,1,1.098612289
glee,/glE/,#,3,1.609437912
glen,/glen/,#,7,2.197224577
glib,/glib/,#,1,1.098612289
glide,/glId/,#,2,1.386294361
glimpse,/glimps/,#,16,2.890371758
glint,/glint/,#,2,1.386294361
glitch,/gliC/,#,1,1.098612289
gloat,/glOt/,#,1,1.098612289
globe,/glOb/,#,13,2.708050201
gloom,/glUm/,#,14,2.772588722
gloss,/glos/,#,1,1.098612289
glove,/gl^v/,#,9,2.397895273
glow,/glO/,#,16,2.890371758
glue,/glU/,#,8,2.302585093
glum,/gl^m/,#,1,1.098612289
gnaw,/no/,#,1,1.098612289
gnome,/nOm/,#,1,1.098612289
go,/gO/,HRI,626,6.442540166
goad,/gOd/,#,1,1.098612289
goal,/gOl/,#,60,4.127134385
goat,/gOt/,#,6,2.079441542
gob,/gab/,#,1,1.098612289
god,/gad/,#,318,5.768320996
goes,/gOz/,HRI,1,1.098612289
gold,/gOld/,HFRIC,52,3.988984047
golf,/golf/,EXPT,34,3.583518938
gone,/gon/,#,195,5.283203729
gong,/goN/,LRIC,1,1.098612289
good,/gud/,#,807,6.695798917
goon,/gUn/,#,1,1.098612289
goose,/gUs/,#,4,1.791759469
gore,/gOr/,#,7,2.197224577
gorge,/gOrj/,#,1,1.098612289
gosh,/gaS/,#,4,1.791759469
got,/gat/,HEC,482,6.182084907
gouge,/gWj/,#,1,1.098612289
gourd,/gOrd/,#,2,1.386294361
gout,/gWt/,#,2,1.386294361
gown,/gWn/,AMB,16,2.890371758
grab,/gr@b/,#,16,2.890371758
grace,/grAs/,#,40,3.737669618
grad,/gr@d/,#,1,1.098612289
grade,/grAd/,#,35,3.610917913
graft,/gr@ft/,#,1,1.098612289
grail,/grAl/,#,2,1.386294361
grain,/grAn/,#,27,3.36729583
gram,/gr@m/,#,10,2.48490665
grand,/gr@nd/,#,48,3.912023005
grant,/gr@nt/,#,47,3.891820298
grape,/grAp/,LEC,3,1.609437912
graph,/gr@f/,#,17,2.944438979
grasp,/gr@sp/,#,17,2.944438979
grass,/gr@s/,#,53,4.007333185
grate,/grAt/,#,3,1.609437912
grave,/grAv/,#,33,3.555348061
gray,/grA/,#,80,4.406719247
grays,/grAz/,#,1,1.098612289
graze,/grAz/,#,1,1.098612289
grease,/grEs/,#,9,2.397895273
great,/grAt/,HFE,665,6.502790046
greed,/grEd/,REG,3,1.609437912
green,/grEn/,#,116,4.770684624
greet,/grEt/,#,7,2.197224577
grew,/grU/,#,64,4.189654742
grey,/grA/,#,12,2.63905733
grid,/grid/,#,1,1.098612289
grief,/grEf/,#,10,2.48490665
grill,/gril/,REG,12,2.63905733
grille,/gril/,#,3,1.609437912
grim,/grim/,#,14,2.772588722
grime,/grIm/,#,1,1.098612289
grin,/grin/,#,13,2.708050201
grind,/grInd/,#,2,1.386294361
grip,/grip/,#,20,3.091042453
gripe,/grIp/,#,1,1.098612289
grist,/grist/,#,2,1.386294361
grit,/grit/,#,1,1.098612289
groan,/grOn/,#,1,1.098612289
groat,/grOt/,#,1,1.098612289
groin,/grYn/,#,4,1.791759469
groom,/grUm/,#,5,1.945910149
groove,/grUv/,#,2,1.386294361
grope,/grOp/,#,1,1.098612289
gross,/grOs/,LFE,66,4.219507705
grouch,/grWC/,#,1,1.098612289
ground,/grWnd/,#,186,5.236441963
group,/grUp/,HEC,390,5.97126184
grouse,/grWs/,#,1,1.098612289
grout,/grWt/,#,1,1.098612289
grove,/grOv/,#,14,2.772588722
grow,/grO/,HRI,63,4.17438727
growl,/grWl/,#,4,1.791759469
grown,/grOn/,#,43,3.80666249
growth,/grOT/,#,155,5.056245805
grub,/gr^b/,#,2,1.386294361
grudge,/gr^j/,#,7,2.197224577
gruff,/gr^f/,#,4,1.791759469
grunt,/gr^nt/,#,2,1.386294361
guard,/gard/,#,48,3.912023005
guess,/ges/,#,56,4.060443011
guest,/gest/,#,39,3.713572067
guide,/gId/,#,36,3.63758616
guild,/gild/,#,7,2.197224577
guile,/gIl/,LSTR,1,1.098612289
guilt,/gilt/,#,33,3.555348061
guise,/gIz/,#,6,2.079441542
gulf,/g^lf/,UNQ,22,3.17805383
gull,/g^l/,LFRI,1,1.098612289
gulp,/g^lp/,#,2,1.386294361
gum,/g^m/,#,14,2.772588722
gun,/g^n/,#,118,4.787491743
gunk,/g^Nk/,#,1,1.098612289
gush,/g^S/,#,1,1.098612289
gust,/g^st/,#,2,1.386294361
gut,/g^t/,#,1,1.098612289
guy,/gI/,#,51,3.970291914
gym,/jim/,#,2,1.386294361
gyp,/jip/,#,6,2.079441542
hack,/h@k/,#,3,1.609437912
had,/h@d/,#,5133,8.543835122
hag,/h@g/,#,1,1.098612289
hail,/hAl/,#,10,2.48490665
hair,/hAr/,#,148,5.010635294
hale,/hAl/,#,2,1.386294361
half,/h@f/,#,275,5.624017506
hall,/hol/,#,152,5.036952602
halt,/holt/,#,10,2.48490665
halve,/h@v/,#,1,1.098612289
ham,/h@m/,#,19,3.044522438
hand,/h@nd/,#,431,6.070737728
hang,/h@N/,#,26,3.33220451
hank,/h@Nk/,#,17,2.944438979
hard,/hard/,#,202,5.318119994
hare,/hAr/,#,1,1.098612289
hark,/hark/,#,3,1.609437912
harm,/harm/,LFRI,25,3.295836866
harp,/harp/,#,1,1.098612289
harsh,/harS/,#,12,2.63905733
hart,/hart/,#,13,2.708050201
has,/h@z/,#,2439,7.80016307
hash,/h@S/,#,1,1.098612289
hasp,/h@sp/,#,1,1.098612289
haste,/hAst/,#,9,2.397895273
hat,/h@t/,#,56,4.060443011
hatch,/h@C/,#,5,1.945910149
hate,/hAt/,#,42,3.784189634
hath,/h@T/,#,3,1.609437912
haul,/hol/,#,5,1.945910149
haunt,/hont/,#,4,1.791759469
have,/h@v/,HFE,3941,8.279697134
haw,/ho/,#,1,1.098612289
hawk,/hok/,#,14,2.772588722
hay,/hA/,#,19,3.044522438
haze,/hAz/,#,7,2.197224577
head,/hed/,#,424,6.054439346
heal,/hEl/,#,2,1.386294361
health,/helT/,CON,105,4.672828834
heap,/hEp/,#,14,2.772588722
hear,/hEr/,#,153,5.043425117
heard,/hurd/,#,247,5.517452896
hearse,/hurs/,#,1,1.098612289
heart,/hart/,UNQ,173,5.164785974
hearth,/harT/,#,4,1.791759469
heat,/hEt/,#,97,4.59511985
heave,/hEv/,#,2,1.386294361
heck,/hek/,#,1,1.098612289
hedge,/hej/,#,2,1.386294361
heed,/hEd/,#,8,2.302585093
heel,/hEl/,#,9,2.397895273
height,/hIt/,EXPT,35,3.610917913
heir,/Ar/,STR,7,2.197224577
held,/held/,#,264,5.583496309
hell,/hel/,#,95,4.574710979
helm,/helm/,#,4,1.791759469
help,/help/,HFRIC,311,5.746203191
hem,/hem/,#,4,1.791759469
hen,/hen/,#,22,3.17805383
hence,/hens/,#,58,4.094344562
her,/hur/,#,3037,8.019283793
herb,/urb/,#,7,2.197224577
herd,/hurd/,#,22,3.17805383
here,/hEr/,HRI,750,6.622736324
hers,/hurs/,#,16,2.890371758
hex,/heks/,#,1,1.098612289
hey,/hA/,#,15,2.833213344
hick,/hik/,#,1,1.098612289
hid,/hid/,#,6,2.079441542
hide,/hId/,LRIC,22,3.17805383
high,/hI/,HFRIC,497,6.212606096
hike,/hIk/,LRIC,4,1.791759469
hill,/hil/,#,72,4.304065093
hilt,/hilt/,#,3,1.609437912
him,/him/,HEC,2619,7.871311203
hind,/hInd/,#,6,2.079441542
hinge,/hinj/,#,1,1.098612289
hint,/hint/,#,9,2.397895273
hip,/hip/,#,10,2.48490665
hire,/hIr/,#,1,1.098612289
his,/hiz/,#,6997,8.853522561
hiss,/his/,#,2,1.386294361
hit,/hit/,#,115,4.762173935
hitch,/hiC/,#,5,1.945910149
hive,/hIv/,#,2,1.386294361
hoarse,/hOrs/,#,5,1.945910149
hob,/hab/,#,1,1.098612289
hoc,/hak/,#,1,1.098612289
hoe,/hO/,LFRI,1,1.098612289
hog,/hog/,#,3,1.609437912
hoist,/hYst/,#,1,1.098612289
hold,/hOld/,#,169,5.141663557
hole,/hOl/,#,58,4.094344562
home,/hOm/,HRI,547,6.308098442
hone,/hOn/,#,2,1.386294361
hooch,/hUC/,#,1,1.098612289
hood,/hud/,#,7,2.197224577
hoof,/huf/,#,2,1.386294361
hook,/huk/,#,5,1.945910149
hoop,/hUp/,#,3,1.609437912
hoot,/hUt/,#,9,2.397895273
hop,/hap/,#,2,1.386294361
hope,/hOp/,#,178,5.192956851
hops,/haps/,#,1,1.098612289
horn,/hOrn/,#,31,3.496507561
horse,/hOrs/,HSTR,117,4.779123493
hose,/hOz/,#,9,2.397895273
host,/hOst/,#,36,3.63758616
hot,/hat/,#,130,4.882801923
hound,/hWnd/,#,7,2.197224577
hour,/Wr/,#,1,1.098612289
house,/hWs/,homg,591,6.385194399
house,/hWz/,homg,591,6.385194399
how,/hW/,#,834,6.728628613
howl,/hWl/,#,4,1.791759469
hub,/h^b/,#,11,2.564949357
huck,/h^k/,#,1,1.098612289
hue,/hyU/,REG,1,1.098612289
huff,/h^f/,#,10,2.48490665
hug,/h^g/,#,3,1.609437912
huge,/hyUj/,#,54,4.025351691
huh,/h^/,#,1,1.098612289
hulk,/h^lk/,#,2,1.386294361
hull,/h^l/,#,13,2.708050201
hum,/h^m/,#,5,1.945910149
hump,/h^mp/,#,2,1.386294361
hunch,/h^nC/,#,7,2.197224577
hung,/h^N/,#,65,4.204692619
hunk,/h^Nk/,#,2,1.386294361
hunt,/h^nt/,REG,10,2.48490665
hurl,/hurl/,#,3,1.609437912
hurt,/hurt/,#,37,3.663561646
hush,/h^S/,#,4,1.791759469
hut,/h^t/,#,13,2.708050201
hymn,/him/,#,9,2.397895273
ice,/Is/,#,45,3.850147602
ill,/il/,#,39,3.713572067
inch,/inC/,#,40,3.737669618
ink,/iNk/,#,7,2.197224577
inn,/in/,#,9,2.397895273
ire,/Ir/,#,1,1.098612289
isle,/Il/,#,5,1.945910149
itch,/iC/,#,5,1.945910149
its,/its/,#,1858,7.528331767
jab,/j@b/,#,1,1.098612289
jack,/j@k/,#,92,4.543294782
jade,/jAd/,#,1,1.098612289
jag,/j@g/,#,1,1.098612289
jail,/jAl/,#,21,3.135494216
jam,/j@m/,#,6,2.079441542
jape,/jAp/,#,1,1.098612289
jar,/jar/,#,16,2.890371758
jaw,/jo/,#,16,2.890371758
jay,/jA/,#,15,2.833213344
jays,/jAz/,RI,1,1.098612289
jazz,/j@z/,HSTR,99,4.615120517
jean,/jEn/,#,23,3.218875825
jeans,/jEnz/,#,1,1.098612289
jeep,/jEp/,#,16,2.890371758
jeer,/jEr/,#,1,1.098612289
jell,/jel/,#,1,1.098612289
jerk,/jurk/,#,2,1.386294361
jest,/jest/,REG,1,1.098612289
jet,/jet/,#,29,3.433987204
jew,/jU/,#,26,3.33220451
jig,/jig/,#,8,2.302585093
jilt,/jilt/,#,1,1.098612289
jinx,/jiNks/,#,1,1.098612289
jive,/jIv/,#,1,1.098612289
job,/jab/,#,238,5.480638923
jock,/jak/,#,1,1.098612289
jog,/jag/,#,1,1.098612289
join,/jYn/,#,65,4.204692619
joint,/jYnt/,#,39,3.713572067
joke,/jOk/,#,22,3.17805383
jolt,/jOlt/,#,4,1.791759469
jot,/jat/,#,1,1.098612289
joust,/jWst/,#,1,1.098612289
jowl,/jWl/,#,2,1.386294361
joy,/jY/,#,40,3.737669618
judge,/j^j/,LSTR,77,4.369447852
jug,/j^g/,#,6,2.079441542
juice,/jUs/,#,11,2.564949357
juke,/jUk/,#,2,1.386294361
jump,/j^mp/,#,24,3.258096538
june,/jUn/,#,1,1.098612289
junk,/j^Nk/,#,8,2.302585093
just,/j^st/,#,872,6.773080376
jut,/j^t/,#,1,1.098612289
jute,/jUt/,#,1,1.098612289
kale,/kAl/,#,1,1.098612289
keel,/kEl/,#,6,2.079441542
keen,/kEn/,#,11,2.564949357
keep,/kEp/,#,264,5.583496309
keg,/keg/,#,2,1.386294361
kelp,/kelp/,#,2,1.386294361
ken,/ken/,#,12,2.63905733
kept,/kept/,HSTR,186,5.236441963
key,/kE/,LSTR,88,4.49980967
kick,/kik/,#,16,2.890371758
kid,/kid/,#,61,4.143134726
kill,/kil/,#,63,4.17438727
kilt,/kilt/,#,1,1.098612289
kin,/kin/,#,2,1.386294361
kind,/kInd/,#,313,5.752572639
king,/kiN/,#,88,4.49980967
kiss,/kis/,#,17,2.944438979
kit,/kit/,#,2,1.386294361
kite,/kIt/,#,1,1.098612289
klan,/kl@n/,#,1,1.098612289
knack,/n@k/,#,4,1.791759469
knead,/nEd/,#,1,1.098612289
knee,/nE/,#,35,3.610917913
kneel,/nEl/,#,5,1.945910149
knelt,/nelt/,#,8,2.302585093
knew,/nU/,#,395,5.983936281
knife,/nIf/,STR,76,4.356708827
knight,/nIt/,#,18,2.995732274
knit,/nit/,#,10,2.48490665
knob,/nab/,#,2,1.386294361
knock,/nak/,#,15,2.833213344
knoll,/nOl/,#,2,1.386294361
knot,/nat/,#,8,2.302585093
know,/nO/,#,683,6.529418838
known,/nOn/,#,245,5.509388337
lab,/l@b/,#,3,1.609437912
lace,/lAs/,#,7,2.197224577
lack,/l@k/,#,110,4.718498871
lad,/l@d/,#,6,2.079441542
lag,/l@g/,#,3,1.609437912
laid,/lAd/,#,77,4.369447852
lain,/lAn/,#,4,1.791759469
lake,/lAk/,#,54,4.025351691
lamb,/l@m/,#,7,2.197224577
lame,/lAm/,#,2,1.386294361
lamp,/l@mp/,#,18,2.995732274
lance,/l@ns/,REG,3,1.609437912
land,/l@nd/,#,217,5.38907173
lane,/lAn/,#,30,3.465735903
lap,/l@p/,#,19,3.044522438
laps,/l@ps/,#,1,1.098612289
lapse,/l@ps/,#,6,2.079441542
lard,/lard/,#,4,1.791759469
large,/larj/,#,361,5.894402834
lark,/lark/,#,2,1.386294361
lash,/l@S/,LFRI,6,2.079441542
lass,/l@s/,#,2,1.386294361
last,/l@st/,#,676,6.519147288
latch,/l@C/,#,5,1.945910149
late,/lAt/,#,179,5.198497031
lath,/l@T/,#,2,1.386294361
lathe,/lAD/,#,1,1.098612289
laugh,/l@f/,#,28,3.401197382
launch,/lonC/,#,10,2.48490665
law,/lo/,#,299,5.707110265
lawn,/lon/,#,15,2.833213344
lax,/l@ks/,#,3,1.609437912
lay,/lA/,#,139,4.94875989
lays,/lAz/,#,1,1.098612289
laze,/lAz/,#,1,1.098612289
leach,/lEC/,#,1,1.098612289
lead,/lEd/,homg,129,4.875197323
lead,/led/,homg,129,4.875197323
leaf,/lEf/,LFRI,12,2.63905733
leak,/lEk/,#,2,1.386294361
lean,/lEn/,#,20,3.091042453
leap,/lEp/,#,14,2.772588722
leapt,/lept/,#,2,1.386294361
lear,/lEr/,#,4,1.791759469
learn,/lurn/,#,84,4.454347296
lease,/lEs/,#,10,2.48490665
leash,/lES/,#,3,1.609437912
least,/lEst/,#,343,5.843544417
leave,/lEv/,#,205,5.332718793
led,/led/,#,132,4.8978398
ledge,/lej/,#,6,2.079441542
lee,/lE/,#,34,3.583518938
leek,/lEk/,#,1,1.098612289
leer,/lEr/,#,1,1.098612289
left,/left/,#,480,6.177944114
leg,/leg/,LRIC,58,4.094344562
lend,/lend/,#,14,2.772588722
length,/leNT/,#,116,4.770684624
lens,/lenz/,#,12,2.63905733
lent,/lent/,REG,5,1.945910149
less,/les/,#,438,6.086774727
lest,/lest/,#,17,2.944438979
let,/let/,#,384,5.955837369
letch,/leC/,#,19,3.044522438
lewd,/lUd/,#,3,1.609437912
lice,/lIs/,#,2,1.386294361
lick,/lik/,#,3,1.609437912
lid,/lid/,#,19,3.044522438
lie,/lI/,#,59,4.110873864
lied,/lId/,#,1,1.098612289
lien,/lEn/,#,2,1.386294361
life,/lIf/,#,715,6.575075841
lift,/lift/,REG,23,3.218875825
light,/lIt/,#,333,5.814130532
like,/lIk/,#,1290,7.163946684
lilt,/lilt/,#,1,1.098612289
limb,/lim/,#,5,1.945910149
lime,/lIm/,#,13,2.708050201
limp,/limp/,#,12,2.63905733
line,/lIn/,#,298,5.703782475
link,/liNk/,#,16,2.890371758
lint,/lint/,#,4,1.791759469
lip,/lip/,#,18,2.995732274
lisle,/lIl/,#,1,1.098612289
list,/list/,#,133,4.905274778
lit,/lit/,#,17,2.944438979
lithe,/lID/,#,4,1.791759469
live,/lIv/,homg,177,5.187385806
live,/liv/,homg,177,5.187385806
load,/lOd/,#,45,3.850147602
loaf,/lOf/,#,4,1.791759469
loan,/lOn/,#,46,3.871201011
loath,/lOT/,#,3,1.609437912
lob,/lab/,#,1,1.098612289
lobe,/lOb/,#,3,1.609437912
lock,/lak/,#,23,3.218875825
lode,/lOd/,#,1,1.098612289
lodge,/laj/,#,19,3.044522438
loft,/loft/,#,2,1.386294361
log,/log/,#,11,2.564949357
loin,/lYn/,#,1,1.098612289
lone,/lOn/,#,8,2.302585093
long,/loN/,#,755,6.629363253
look,/luk/,#,399,5.993961427
loom,/lUm/,LRIC,6,2.079441542
loon,/lUn/,#,2,1.386294361
loop,/lUp/,#,21,3.135494216
loose,/lUs/,#,53,4.007333185
loot,/lUt/,#,3,1.609437912
lop,/lap/,#,1,1.098612289
lope,/lOp/,#,2,1.386294361
lord,/lOrd/,#,93,4.553876892
lore,/lOr/,#,7,2.197224577
lose,/lUz/,LFE,58,4.094344562
loss,/los/,LFRI,86,4.477336814
lost,/lost/,#,173,5.164785974
lot,/lat/,#,127,4.859812404
loud,/lWd/,#,20,3.091042453
lounge,/lonj/,#,9,2.397895273
loupe,/lUp/,#,1,1.098612289
louse,/lWs/,#,3,1.609437912
love,/l^v/,#,232,5.455321115
low,/lO/,#,174,5.170483995
lox,/laks/,#,1,1.098612289
luck,/l^k/,LRIC,47,3.891820298
lug,/l^g/,#,2,1.386294361
lull,/l^l/,#,2,1.386294361
lump,/l^mp/,#,7,2.197224577
lunch,/l^nC/,LEC,33,3.555348061
lung,/l^N/,#,16,2.890371758
lurch,/lurC/,#,3,1.609437912
lure,/lUr/,#,7,2.197224577
lurk,/lurk/,#,1,1.098612289
lush,/l^S/,#,5,1.945910149
lust,/l^st/,REG,5,1.945910149
lute,/lUt/,#,1,1.098612289
lye,/lI/,LSTR,1,1.098612289
lymph,/limf/,LSTR,2,1.386294361
lynch,/linC/,#,1,1.098612289
mace,/mAs/,#,1,1.098612289
mad,/m@d/,LFRI,39,3.713572067
made,/mAd/,#,1125,7.027314514
maid,/mAd/,#,31,3.496507561
mail,/mAl/,#,47,3.891820298
maim,/mAm/,#,1,1.098612289
main,/mAn/,HEC,119,4.795790546
make,/mAk/,#,794,6.679599186
makes,/mAks/,REG,1,1.098612289
male,/mAl/,#,37,3.663561646
mall,/mol/,#,3,1.609437912
